loss,mae,rmse,val_loss,val_mae,val_rmse
17.681957244873047,3.115222930908203,4.204991817474365,23.377532958984375,3.9484500885009766,4.835031986236572
12.580466270446777,2.6348702907562256,3.5468952655792236,19.12226676940918,3.4515552520751953,4.372901439666748
11.38470458984375,2.511035203933716,3.3741228580474854,23.021799087524414,3.9688782691955566,4.7981038093566895
10.692445755004883,2.434969902038574,3.269930601119995,21.09490203857422,3.745784282684326,4.592918872833252
10.259451866149902,2.3873543739318848,3.203037977218628,22.212003707885742,3.811283588409424,4.712961196899414
9.832656860351562,2.3436524868011475,3.135706663131714,22.259418487548828,3.895658254623413,4.717988967895508
9.622574806213379,2.317586660385132,3.102027416229248,17.24445152282715,3.329118251800537,4.152644157409668
9.356861114501953,2.2880005836486816,3.058898687362671,23.054868698120117,3.979440450668335,4.801548480987549
9.169623374938965,2.2675676345825195,3.0281386375427246,19.716766357421875,3.6048614978790283,4.440356731414795
8.964078903198242,2.2430572509765625,2.994007110595703,22.256872177124023,3.820470094680786,4.717719078063965
8.840238571166992,2.2296247482299805,2.9732539653778076,21.75051498413086,3.805664539337158,4.663744926452637
8.742817878723145,2.2174019813537598,2.9568257331848145,18.378555297851562,3.4870047569274902,4.287021636962891
